first_name,last_name,credit_score,annual_income,loan_amount,employment_duration,Age,EmploymentStatus,MaritalStatus,Vehicle_Ownership,Children_Count,Previous_Loan_Count,default
Sara,Chebout,633,887313.41,783066,6,29,employed,married,Yes,2,1,1
Sofiane,Souleymane,659,932672.21,427084,4,43,employed,married,No,5,2,0
Farida,Khadda,447,862810.94,584752,0,57,unemployed,married,No,3,2,1
Ali,Harrouche,741,1444076.47,423377,0,49,unemployed,married,No,1,8,0
Sara,Mandi,645,1837445.87,283217,2,24,employed,single,Yes,0,1,0
Aisha,Hammani,673,1192953.21,538524,10,28,self-employed,single,Yes,0,1,1
Salima,Henni,422,988477.61,910813,3,42,self-employed,married,Yes,0,2,1
Omar,Amazigh,536,805332.17,130993,8,49,employed,married,No,2,4,0
Sofiane,Abdi,819,1394891.44,185218,0,38,unemployed,single,Yes,0,3,0
Nadia,Sellal,644,859370.18,314710,0,56,unemployed,single,Yes,0,4,0
Leila,Benkhedda,406,599308.96,195702,0,66,unemployed,married,Yes,3,2,1
Fatima,Sahli,642,876247.15,345334,14,44,self-employed,divorced,No,2,2,0
Nadia,Agha,676,1867057.2,149298,18,62,self-employed,married,Yes,5,6,0
Said,Ghezal,372,921220.48,336728,0,45,student,divorced,No,0,2,1
Malika,Keblouti,519,392892.84,422692,0,55,student,single,No,0,4,1
Zohra,Daas,739,885643.56,404352,0,62,unemployed,single,Yes,0,5,0
Samira,Sadmi,769,1144016.32,269897,14,64,employed,single,No,0,5,1
Khaled,Driss,728,1254075.95,639127,0,44,unemployed,married,Yes,3,1,0
Aisha,Leghlimi,443,685063.51,265895,0,34,unemployed,divorced,No,2,5,1
Zohra,Zahi,595,338470.63,301690,6,24,self-employed,married,Yes,0,2,0
Mohamed,Hammadi,716,1961623.27,373659,5,23,employed,married,Yes,0,1,0
Said,Badi,484,375043.53,451971,7,62,employed,single,No,0,3,1
Farida,Sekkal,707,1781697.12,384344,3,30,employed,married,No,0,0,0
Rachid,Soltani,472,806921.15,811733,9,55,employed,single,No,0,5,1
Khaled,Driss,783,1174542.89,609839,0,48,unemployed,married,Yes,4,1,0
Ali,Boussouf,707,617112.21,442935,0,60,unemployed,married,No,3,5,1
Sofiane,Baali,825,693657.37,577792,21,53,employed,divorced,No,3,1,0
Yasmin,Hallal,371,601043.54,903148,0,35,student,married,No,2,0,1
Zohra,Aouameur,547,395730.63,6604,5,27,employed,married,Yes,3,0,1
Iman,Kashi,412,355808.37,919232,4,22,employed,married,No,0,0,1
Salima,Maachi,709,1130088.38,493491,0,37,student,married,No,3,2,0
Iman,Sabri,411,607563.59,912594,5,48,self-employed,married,No,4,2,1
Nadia,Guettouche,750,1694622.53,111655,20,60,employed,married,Yes,1,4,0
Leila,Remache,613,567122.11,808840,9,51,employed,married,No,4,3,1
Leila,Dahou,850,1584488.9,554087,0,39,unemployed,married,Yes,0,2,0
Djamila,Laskri,436,494639.13,489933,8,45,employed,married,No,1,3,0
Fatima,Khiat,850,1078503.86,369360,7,25,employed,married,Yes,0,2,0
Khaled,Mouloud,745,1404110.32,395141,13,34,self-employed,single,Yes,0,3,0
Farida,Amer,532,373362.71,833849,9,60,employed,divorced,No,4,7,1
Karim,Laribi,719,1774673.2,248315,0,72,unemployed,married,Yes,3,5,0
Karim,Chahine,778,1449376.83,569280,11,29,employed,single,No,0,0,1
Nadia,Mahdi,700,776337.24,199004,7,25,self-employed,married,Yes,1,0,0
Yasmin,Hassani,460,451558.27,857707,8,53,employed,married,No,5,4,1
Khaled,Mouloud,724,1447813.88,361731,13,34,self-employed,single,No,0,3,0
Farida,Akkouche,564,924409.44,924921,6,24,self-employed,married,No,0,0,1
Khaled,Senhadji,572,896131.36,711029,0,22,self-employed,divorced,No,0,2,1
Iman,Ait Ahmed,604,475334.78,279559,0,47,student,married,No,3,2,0
Youssef,Yousfi,422,506967.41,628792,8,58,self-employed,single,No,0,3,1
Leila,Bouteldja,822,1506624.93,423718,2,71,employed,married,Yes,1,7,0
Lamine,Khammar,815,954643.82,277205,18,36,employed,married,No,0,1,0
Sofiane,Abdi,796,1481556.7,198462,0,40,unemployed,single,No,0,2,0
Amir,Aoudia,768,1675577.14,608379,19,54,employed,married,Yes,0,1,0
Amir,Sebti,506,715706.29,880725,0,35,unemployed,divorced,No,3,2,1
Zohra,Gasmia,764,1115595.14,250818,29,62,employed,married,Yes,5,5,0
Aisha,Mendil,668,680424.6,423147,28,46,self-employed,married,No,2,6,1
Amir,Djillali,675,1234628.76,543752,4,22,self-employed,married,Yes,0,0,0
Sara,Brahimi,694,707917.15,448671,1,42,employed,single,No,0,1,0
Ahmed,Mebrouk,765,1707165.57,236424,12,30,employed,divorced,Yes,2,2,0
Khaled,Baraka,336,562093.01,539275,8,29,employed,married,Yes,1,2,1
Samira,Makoudi,613,794287.41,605768,8,40,self-employed,single,Yes,0,3,1
Nadia,Badani,692,720323.69,100182,23,41,employed,married,Yes,0,2,0
Nadia,Mahdi,692,789454.19,187204,6,24,self-employed,married,No,0,1,0
Mohamed,Derradji,383,355885.29,705634,6,60,self-employed,single,No,0,7,1
Nadia,Khemisti,518,292117.59,390051,0,63,self-employed,divorced,No,4,2,1
Amir,Djillali,674,1264762.57,579890,4,22,self-employed,married,Yes,0,0,0
Mustafa,Lamara,669,1068976.81,524221,27,63,employed,single,Yes,0,3,1
Khadija,Saad,425,463389.89,854098,0,62,employed,married,Yes,2,8,1
Mohamed,Derradji,402,340229.26,699377,6,57,self-employed,single,Yes,0,5,1
Samira,Lemmouchia,642,253685.58,402555,6,58,employed,single,No,0,3,1
Djamila,Boumaza,581,298554.3,688201,0,22,unemployed,divorced,No,0,1,1
Malika,Merbah,758,776798.43,189927,19,48,employed,single,No,0,1,0
Omar,Sadji,813,1782259.8,107836,8,61,self-employed,single,Yes,0,5,0
Ahmed,Bouziane,767,771167.66,432913,0,54,unemployed,married,Yes,1,5,0
Farida,Nemdil,825,1215748.4,345423,11,29,employed,single,No,0,2,0
